mse,coverage_80,coverage_95
0.06416129374394279,0.9985754985754985,1.0
0.08881490667108215,0.9914529914529915,1.0
0.11537950478065363,0.9594017094017094,0.9957264957264957
0.12966582343328625,0.9002849002849003,0.9878917378917379
0.19056731910152797,0.7485754985754985,0.9594017094017094
0.2473813875556599,0.5284900284900285,0.9131054131054132
0.31582014761649585,0.27635327635327633,0.8148148148148148
0.33233709207243933,0.21652421652421652,0.7642450142450142
0.3282286574338617,0.20085470085470086,0.7321937321937322
0.30768553576185625,0.24074074074074073,0.7350427350427351
0.2682103217944569,0.26638176638176636,0.7977207977207977
0.26121425672527976,0.28205128205128205,0.7806267806267806
0.24491666448286625,0.29914529914529914,0.7884615384615384
0.2755564472933144,0.18091168091168092,0.7101139601139601
0.25382633453606657,0.23575498575498577,0.7485754985754985
0.21968361809010203,0.297008547008547,0.7891737891737892
0.21151536495296663,0.31695156695156695,0.801994301994302
0.1810414318466201,0.396011396011396,0.8433048433048433
0.16513199665090178,0.4415954415954416,0.8596866096866097
0.1746260325496499,0.4024216524216524,0.8354700854700855
0.13488852832552467,0.5448717948717948,0.8988603988603988
0.12438834939996168,0.5641025641025641,0.8974358974358975
0.1079168702287339,0.6545584045584045,0.9131054131054132
0.10385062513855674,0.6602564102564102,0.9230769230769231
0.07590745633737951,0.7877492877492878,0.948005698005698
0.058290476639905525,0.8482905982905983,0.9586894586894587
0.05603974638338543,0.8397435897435898,0.9608262108262108
0.04846838014162307,0.8682336182336182,0.9622507122507122
0.04166942189691915,0.8874643874643875,0.9722222222222222
0.036685883966360126,0.9081196581196581,0.9693732193732194
0.028946245594910283,0.9266381766381766,0.9779202279202279
0.02512887736919488,0.9337606837606838,0.9772079772079773
0.022853870602232002,0.9415954415954416,0.9807692307692307
0.022854203472013536,0.9344729344729344,0.9807692307692307
0.024162327416679712,0.9237891737891738,0.9793447293447294
0.02975201139214341,0.9031339031339032,0.9757834757834758
0.033055483036869775,0.8789173789173789,0.9729344729344729
