forecast,pred_int_80_low,pred_int_80_high,pred_int_95_low,pred_int_95_high
2.1775761074829103,2.0867463223934175,2.2745675124526024,2.035483543112874,2.3259161472320558
2.1238149704158307,2.02615311896801,2.2200574126243593,1.9813521678447725,2.2760647382885217
2.0438403203320505,1.955433675557375,2.137599589109421,1.9159917185008526,2.1923852601647376
2.0605233435580135,1.9592041753232479,2.1614255504012108,1.9211606631055476,2.2267312955558296
2.0275644538193944,1.9238591238260272,2.129318933963776,1.8716864255219698,2.1875013003349304
2.09044092533499,1.9819611518681048,2.210829246222973,1.9269856439828872,2.282797042950988
2.1282322876831894,2.016221481025219,2.2500207085609434,1.95634411419183,2.3241833785176276
2.215057835727036,2.0915419173836707,2.345455816745758,2.029592782869935,2.4428512747883797
2.2251586993220447,2.090704129934311,2.367673107624054,2.0321189425736663,2.4850954246520995
2.232976979079843,2.0947163600325585,2.3871149044036866,2.039373835027218,2.4808150217980147
2.2468490852168204,2.1065058338046074,2.400257811188698,2.0413333625197407,2.4772734888046983
2.218710139465332,2.081166709125042,2.370580090045929,2.032933613672853,2.4655193908214565
2.229495167379975,2.0957429986000067,2.376849926888943,2.0407332442700863,2.4569256679713725
