forecast,pred_int_80_low,pred_int_80_high,pred_int_95_low,pred_int_95_high
1.7494920974192023,1.6661441225707532,1.8296555977761746,1.6200726663693785,1.8676063826754687
2.019016419275105,1.9150839342474937,2.1342497122883795,1.8581149608120322,2.1884493382424117
2.0143181138154866,1.9260359022021294,2.101032215535641,1.8830259528309106,2.1471569748073813
2.1461008334347604,2.033682312488556,2.2613687524199486,1.976549747504294,2.332885248035192
2.281989892213345,2.1621242116689685,2.406365844845772,2.11137833121419,2.487251362264156
2.217140083044767,2.0898885012865063,2.3384710515737535,2.042301714539528,2.4118776073455814
2.274756835022569,2.1526337895989416,2.40099118077755,2.0846585115492346,2.469927922129631
2.10712446169436,2.0087227375507353,2.2086023373603823,1.9682908751815558,2.265024909615517
2.037325305080414,1.9568344452679158,2.120874605596066,1.9132423330917956,2.1647440759539602
1.9221652212214468,1.8623833760023119,1.9852954769730566,1.8343585879579187,2.0191324344575405
2.1254395685803895,2.0400256778001786,2.210211942791939,1.998315873861313,2.2557535465061664
2.3092398487573864,2.1909501538872718,2.430488409638405,2.1326000531613825,2.503099625527859
2.327462993012071,2.2003044463396075,2.4530376093983652,2.1443386050611735,2.5354070737063883
