forecast,pred_int_80_low,pred_int_80_high,pred_int_95_low,pred_int_95_high
1.8713562375804782,1.7997690352797509,1.9467864539027213,1.7707916539311408,1.9797434030845762
2.295134356197715,2.1681637524366377,2.4309807924032216,2.097196768626571,2.517015136048198
2.334603554611206,2.202561951696873,2.468468482851982,2.135921854093671,2.5542023392915727
2.412229302110672,2.2658514881134035,2.5634239605665208,2.1922870579212903,2.6421153341829777
2.5405843443089724,2.3760082191228866,2.7241843873262406,2.2816194806396966,2.83436169436574
2.463816926380396,2.298201288104057,2.632087451338768,2.222592300102115,2.720758903592825
2.569479415792227,2.3742603098750115,2.7757590148448945,2.2823288833498956,2.8959166596233845
2.3843438577240708,2.2391405792832373,2.5380298162698747,2.155491579368711,2.610981925100088
2.3603679891544584,2.22553512018919,2.4964086475372316,2.1548006460815667,2.5855531231760978
2.475522534890175,2.310953537583351,2.6384888778924944,2.24174009847641,2.7349299303293226
2.4503840718460084,2.295495052933693,2.6084671376943587,2.2235699516087775,2.6894359731078152
2.488055659056306,2.3229008378982545,2.6605551351904873,2.253556876465678,2.758091702103615
2.506255364999175,2.347094599246979,2.6637911538481713,2.258277574256063,2.7608184175491335
