forecast,pred_int_80_low,pred_int_80_high,pred_int_95_low,pred_int_95_high
1.4945743192656338,1.3827905796319246,1.6150548933446407,1.3119103933796286,1.6678850839585064
1.5135833712390065,1.384250576540828,1.6337722651660442,1.3136931883767249,1.6809628309682012
1.4527401287473738,1.3039830525517464,1.5901470260322095,1.2153478533700108,1.657857902377844
1.416327984393984,1.2452597388029099,1.5829018245339395,1.138772918485105,1.6447942454144358
1.4367424249263108,1.2815406250953674,1.593982796818018,1.164543335735798,1.6701387478560212
1.4994269130977989,1.3339675469249486,1.6614714880883694,1.233187864229083,1.7201276861280204
1.601875523812324,1.4474856228083373,1.76069378554821,1.35001282440871,1.839447146356106
1.6480344821864368,1.4685212930589913,1.8477776728868485,1.3450187753550709,1.9422411578968168
1.6764362150742114,1.4901452107727529,1.8725596676170828,1.3945763464234768,1.97272934114933
1.7754322448657454,1.59127447193861,1.9624706778228282,1.5095862612277269,2.063336582139134
1.9231161337462068,1.7233731366395952,2.1164098380208016,1.6163963302448392,2.239397959902883
1.8811626727181674,1.6881516427099705,2.083003963291645,1.5839979079067708,2.1730303383916616
1.8644120499674977,1.6525750728547575,2.077769495606422,1.5538434190824628,2.1768375038206575
