forecast,pred_int_80_low,pred_int_80_high,pred_int_95_low,pred_int_95_high
1.9350984660336377,1.538273048603666,2.3319238834636087,1.3274595455939935,2.5427373864732816
1.9253959627160429,1.5270144567086963,2.3237774687233896,1.3153742816422933,2.535417643789793
1.9303188370400668,1.5297706868236152,2.330866987256518,1.3169794820211254,2.543658192059008
1.8637863697603345,1.464486265301541,2.2630864742191283,1.2523580848078066,2.4752146547128624
1.8796651098251342,1.4794417815887513,2.2798884380615174,1.266823138463173,2.4925070811870955
1.855086238925755,1.4561515016522943,2.2540209761992163,1.2442174224757683,2.4659550553757423
1.887634266294241,1.4874876671243928,2.2877808654640894,1.274909786315411,2.5003587462730708
1.8953757287418844,1.4948641827351243,2.2958872747486443,1.282092423919033,2.5086590335647356
1.8854493953368068,1.4837436151654684,2.287155175508145,1.2703374194494448,2.500561371224169
1.8946714567461609,1.4929604656575186,2.2963824478348034,1.2795515016416776,2.5097914118506446
1.8797284796604514,1.4784475865660305,2.2810093727548724,1.2652671121096195,2.4941898472112833
1.8930588245034219,1.491222289187904,2.29489535981894,1.277746629801535,2.5083710192053084
1.8999254011392597,1.4976031814128912,2.3022476208656273,1.2838695021832582,2.5159813000952607
