forecast,pred_int_80_low,pred_int_80_high,pred_int_95_low,pred_int_95_high
2.356219116417766,2.214885208129883,2.499714308142662,2.136986887544394,2.5771273797005416
2.288374504438639,2.08543212634325,2.4937817311882973,1.99357977925241,2.6006808592677118
2.1768200323322415,2.0365606473088267,2.319908171772957,1.9695001182705165,2.398661904335022
2.1477575807872418,1.973029222846031,2.32891726231575,1.876855547554791,2.4458501086533073
2.1146004957768323,1.9822495148181913,2.2554634937644007,1.9227553251460197,2.359450339108706
2.07215247823596,1.9149262710511683,2.2422505507469177,1.8538689578920604,2.3416770144701005
2.0555901069244746,1.9224603706002237,2.1960940262079243,1.8533374198377133,2.2841393317878245
2.0117757869735358,1.8834788930416109,2.1488089236021044,1.8198950287103652,2.2347103904783725
2.061295477643907,1.9360975189208987,2.197457631766796,1.8871773485392331,2.2729467149674893
1.9986532464590672,1.8791283948123456,2.1174682108759884,1.8247166042476894,2.2071758208572865
2.0164151813948155,1.9009569603800773,2.1348028599619866,1.8362294309586287,2.221740529626608
1.9704465540865066,1.8707295556366443,2.077442036509514,1.8226411626785992,2.134676494523883
2.0150121866229176,1.900768385261297,2.1339835250377654,1.8531371738910676,2.2002788769751787
