forecast,pred_int_80_low,pred_int_80_high,pred_int_95_low,pred_int_95_high
2.075160526985526,1.9607602875828745,2.1869308041334152,1.9055512758344413,2.2525446630865336
1.9817796706074478,1.8989687402248383,2.0650612032413482,1.8621763765215875,2.118947910755873
1.9897391444012524,1.8959756685495377,2.087925166130066,1.8596947174817324,2.1494333466887476
1.9240596351262929,1.8466322081685067,2.0070630804896354,1.8118335578516125,2.064453689336777
2.009891696569323,1.9030651050508023,2.115665428459644,1.8678865712583066,2.181458436310291
2.074968090861738,1.9817023546397687,2.178571382164955,1.9378834189102054,2.2409692014306786
2.0678734962150456,1.9772013691961767,2.1725843037962917,1.9412841669097542,2.2282351200282573
2.065718949301541,1.9791465503573415,2.16800837045908,1.9420427791699766,2.235279900968075
2.0309333751559255,1.9462858418524267,2.1278156389594076,1.9122380603253843,2.177985176533461
2.025613881490529,1.9461678493320942,2.1173449011445045,1.9046116432324054,2.1843896052837373
2.0397122355815767,1.9490720154345036,2.139230880200863,1.91000104932487,2.206651385560632
2.065973497267067,1.97801052030921,2.159974965631962,1.9346803680881859,2.228055506438017
2.0706550727751853,1.979788772583008,2.1647014368772504,1.9406729171574117,2.2209602683186533
