forecast,pred_int_80_low,pred_int_80_high,pred_int_95_low,pred_int_95_high
2.110351761083305,2.0317520972490315,2.186962335646153,1.9831775695309042,2.2358820244371893
2.123930176188052,2.0504789994955064,2.2018914085626604,2.0044773725271225,2.246228154197335
2.1195610254749657,2.040367117106915,2.195990993976593,1.9971591466814282,2.2414067842513323
2.308319510253072,2.199861799776554,2.4237770978212354,2.1401802812069657,2.472200562387705
2.4935820293545725,2.2760581678152083,2.7215887095928193,2.137908066213131,2.8540700276196005
2.54341359000504,2.359965348184109,2.726208160698414,2.278075632631779,2.8245131209492684
2.5097433944565055,2.362581618845463,2.6761267119646073,2.292231262549758,2.764532258599997
2.304191170850993,2.1751061601638795,2.4387893648147583,2.10869215387106,2.4973678662329912
2.20632667896539,2.1001106482148173,2.315422946453095,2.0315509388148785,2.3669174327850344
2.259965519105792,2.162222467422485,2.3647951783537864,2.113101946890354,2.423752609923482
2.1707098784935472,2.088157749056816,2.2587052239179615,2.043457025110721,2.2963249575048685
2.138667298964858,2.0632367013692856,2.2152316942811012,2.0222542964220045,2.2532720677107574
2.4107388978511097,2.2783873541355133,2.549271200478077,2.2100389222055674,2.623215011432767
