mse,coverage_80,coverage_95
0.6004446560892475,0.6733333333333333,0.9933333333333333
0.047554403858748116,0.82,0.9866666666666667
0.04110795392903982,0.8666666666666667,0.9666666666666667
0.016999556395468626,0.86,0.96
0.013613658441144665,0.7133333333333334,0.92
0.01597967934194672,0.66,0.84
0.012821645346636963,0.7266666666666667,0.8866666666666667
0.010987422827700362,0.8133333333333334,0.9466666666666667
0.012250314549786829,0.74,0.9
0.022953610623106496,0.5933333333333334,0.7866666666666666
0.02541553072307077,0.5533333333333333,0.7466666666666667
0.024451919044242598,0.5733333333333334,0.78
0.01998401147915172,0.5466666666666666,0.7466666666666667
0.01247410877182163,0.7466666666666667,0.9133333333333333
0.012013825126768593,0.7333333333333333,0.9066666666666666
0.011706451306562178,0.76,0.9133333333333333
0.010216633354122833,0.7733333333333333,0.92
0.010723700102777185,0.7533333333333333,0.9066666666666666
0.02175221312790112,0.6066666666666667,0.7866666666666666
0.01116146618643915,0.76,0.92
0.01856313807738556,0.58,0.82
0.013820840405628344,0.7133333333333334,0.8666666666666667
0.01795601309099542,0.6466666666666666,0.8133333333333334
0.014473976116743007,0.6933333333333334,0.8066666666666666
0.029902573423728523,0.4866666666666667,0.66
0.011413639432427144,0.7333333333333333,0.9266666666666666
0.01253085053249493,0.7,0.9133333333333333
0.026088631875104573,0.5533333333333333,0.84
0.01260088594084668,0.6733333333333333,0.8666666666666667
0.010519157754499986,0.7533333333333333,0.86
0.012287140311182198,0.7066666666666667,0.8866666666666667
0.01141292274139522,0.7666666666666667,0.9
0.01458960231012642,0.6533333333333333,0.8333333333333334
0.012700626376777073,0.7133333333333334,0.8466666666666667
0.02349079519590468,0.5333333333333333,0.7133333333333334
0.012377345724003008,0.7533333333333333,0.9
0.014947232492123099,0.7,0.86
0.013879490410945803,0.7466666666666667,0.9133333333333333
0.040926682962757255,0.42,0.6
0.00959345717903132,0.7466666666666667,0.8866666666666667
0.013360333910867937,0.7,0.8666666666666667
0.014506852630730488,0.7,0.88
0.014007624231682675,0.6466666666666666,0.8266666666666667
0.010852955208782105,0.7266666666666667,0.9333333333333333
0.010099698180141252,0.7733333333333333,0.9333333333333333
0.009481974473770494,0.7733333333333333,0.92
0.009502108742956468,0.8266666666666667,0.9333333333333333
0.009993729697423369,0.7866666666666666,0.9333333333333333
0.009732999762954947,0.7933333333333333,0.9266666666666666
0.00957464819555922,0.7933333333333333,0.9466666666666667
0.009576980820554838,0.82,0.9333333333333333
0.009835696102194265,0.7866666666666666,0.94
0.009695326811070576,0.8,0.96
0.010077616697947702,0.78,0.9266666666666666
0.012451003094867422,0.74,0.9333333333333333
0.016559909465288195,0.6733333333333333,0.86
0.015624807453222166,0.7,0.88
0.012219828235384828,0.7466666666666667,0.9133333333333333
0.009765023154470172,0.8133333333333334,0.9266666666666666
0.009502853402591455,0.8,0.9466666666666667
0.009786204197818007,0.82,0.94
0.009680671003773294,0.8133333333333334,0.9266666666666666
0.009412985679530042,0.7666666666666667,0.9333333333333333
0.009680420292092701,0.8,0.9466666666666667
0.009581398108701112,0.8066666666666666,0.9266666666666666
0.009521045456672397,0.8266666666666667,0.9333333333333333
0.009936353485142692,0.7866666666666666,0.94
0.009769151512755049,0.78,0.9266666666666666
0.009653758837521039,0.8,0.9333333333333333
0.009390598239825394,0.8,0.9333333333333333
0.009807490151821073,0.78,0.9266666666666666
0.009506961408810233,0.82,0.96
0.00961664087843495,0.8333333333333334,0.94
0.00965298947940937,0.8066666666666666,0.94
0.009685548102285736,0.8133333333333334,0.9333333333333333
0.009620851352613667,0.7733333333333333,0.94
0.009672960161577985,0.7866666666666666,0.9533333333333334
0.009492711770909728,0.82,0.9466666666666667
0.009278445146182321,0.8066666666666666,0.9666666666666667
0.00930688131587556,0.7933333333333333,0.9533333333333334
0.009906458705546677,0.7933333333333333,0.9466666666666667
0.00957189968674662,0.8266666666666667,0.94
0.009689239354431082,0.7933333333333333,0.9466666666666667
0.00983802969905143,0.8,0.9333333333333333
0.00978027045720428,0.7933333333333333,0.9466666666666667
0.00966789399118413,0.7866666666666666,0.9333333333333333
0.009574865014738287,0.78,0.9333333333333333
0.009751593007415543,0.8,0.9666666666666667
0.009812559318769539,0.7866666666666666,0.94
0.009467188723268297,0.7866666666666666,0.9333333333333333
0.009540998700972875,0.8,0.96
0.009423962975810178,0.82,0.94
0.009697237172217186,0.82,0.9333333333333333
0.009891528040441319,0.78,0.9266666666666666
0.009692962281176503,0.8266666666666667,0.94
0.00943802026908896,0.8133333333333334,0.9333333333333333
0.009816075908265798,0.7933333333333333,0.9533333333333334
0.009697348666271794,0.8066666666666666,0.96
0.009751715038113978,0.8066666666666666,0.9333333333333333
0.009586524561683851,0.8,0.9533333333333334
0.009374077918642552,0.8333333333333334,0.9466666666666667
0.009552281611252543,0.8133333333333334,0.9266666666666666
0.009661816002266777,0.7933333333333333,0.9266666666666666
0.00972852069939118,0.8066666666666666,0.94
0.00971946540289871,0.7533333333333333,0.94
0.00958611836325975,0.7933333333333333,0.9733333333333334
0.00983428868202923,0.8,0.94
0.009611955088059296,0.8133333333333334,0.9533333333333334
0.00955633273786197,0.8133333333333334,0.92
0.009503261099182472,0.7866666666666666,0.94
0.009635402652940639,0.82,0.9333333333333333
0.009770768421176457,0.8133333333333334,0.94
0.00943504878905815,0.8,0.94
0.009444020515575217,0.8066666666666666,0.9466666666666667
0.00966142203399922,0.78,0.94
0.00954159334068569,0.8,0.9266666666666666
0.009470401984294845,0.8266666666666667,0.92
0.009524049005638864,0.8133333333333334,0.9466666666666667
0.009564984464425358,0.8066666666666666,0.9333333333333333
0.009566900710122974,0.8,0.9666666666666667
