forecast,pred_int_80_low,pred_int_80_high,pred_int_95_low,pred_int_95_high
2.224966218756735,2.0910711526870727,2.3689356749057775,2.0297383640557527,2.4427444433420895
2.2215677877995375,2.0611090959310534,2.386778433084488,1.9976382983773946,2.4934518556892873
2.150513545738161,2.0077029482722284,2.30958054804802,1.9480202552974224,2.408365510523319
1.9024066381818057,1.816207666695118,2.0047916850447653,1.769143376208842,2.0785933450907472
1.7597025574666263,1.6654990840256214,1.8549005053043364,1.6097680195868016,1.9202491007596254
2.0235455573803187,1.878617689073086,2.1755269746184345,1.8113080847412348,2.2771013212800026
1.9568382481440902,1.8310834999084473,2.093906420350075,1.7653956097736956,2.1652239880561828
1.931498897539377,1.8153571889102458,2.0631295911073684,1.7504664453268053,2.1393924524486065
2.046156254630089,1.8960677227675915,2.1970932112932204,1.7806745667308568,2.2848384802788497
1.904804525461197,1.7893006012141703,2.015773168027401,1.7269053701460364,2.093209989607334
1.9525775110292434,1.774990724295378,2.110536088347435,1.672781329981983,2.187854489326477
2.082990634327531,1.9175900135934354,2.254944491147995,1.8250308984592558,2.3455744063258175
1.8660947732764483,1.6252748942375184,2.1042234434485434,1.4973704058416186,2.219252995744348
