forecast,pred_int_80_low,pred_int_80_high,pred_int_95_low,pred_int_95_high
2.0988946641525628,1.9980803732275965,2.195427279472351,1.927571259595454,2.2455605907291174
2.225550737807155,2.130716064989567,2.3182324391603473,2.081214183822274,2.3737448079437016
2.3597917740219834,2.230269296884537,2.4914868251085283,2.15941130182147,2.5621601541042325
2.197301460431218,2.1065962376594545,2.286865500867367,2.0587974975258114,2.342089070171118
2.234922390728593,2.139444886684418,2.3340928238630294,2.090184428870678,2.396823839068413
2.210132808946371,2.116030862808228,2.307586931824684,2.0630743095725776,2.367546384513378
2.1942308118844034,2.1155570001602175,2.2725466455221173,2.0769836326390507,2.3166552580147983
2.1702504943186045,2.088572874546051,2.257945899128914,2.0497016784250732,2.2969059360474344
2.2227197873365876,2.1273734092116356,2.3178156464099886,2.084000439077616,2.37050271448493
2.1483884883368014,2.068657316505909,2.235457903623581,2.030962373107672,2.273216800004244
2.597468379520774,2.40158763217926,2.7990547307729723,2.3217815452367065,2.8939718474000693
2.2673284061455727,2.1557560176849364,2.3920620962381367,2.093130194827914,2.4453840838223693
2.174497930463552,2.0711469992399216,2.2788694404363636,2.027274729460478,2.3362897389233113
