forecast,pred_int_80_low,pred_int_80_high,pred_int_95_low,pred_int_95_high
1.9808364935547116,1.9020516975522042,2.0613741679191593,1.865041254967451,2.116714983418584
2.1408415556085107,2.0549761096835137,2.2307041704058648,2.009653888806701,2.2870073194503786
2.3360651249414683,2.188843929946423,2.491976616859436,2.0878998136222364,2.569150864526629
2.1340052790778876,2.041600135564804,2.231381326258183,2.0042099348306657,2.2818892755955456
2.287979209330678,2.169401806473732,2.4076326478719707,2.113796848371625,2.4744336051940916
2.2710460153192282,2.1703410715460776,2.3739982119202616,2.1151655458360907,2.433020962387323
2.2846391263169052,2.174990015149117,2.4010280745625496,2.117459545060992,2.459254797965288
2.087085876399577,2.0096139562129975,2.1676515427827834,1.967004933856428,2.2074570979475974
2.117959520172477,2.0377121727466583,2.2002617171406746,1.9962604197114706,2.2451839248985053
2.138839706325829,2.0578868434429167,2.225102612376213,2.0201478978693483,2.2790254194736477
2.169839781776667,2.087226155638695,2.254344367265701,2.0486297224611048,2.2973941253125667
2.19947134693563,2.1124463640451436,2.2866948544383052,2.066949230015278,2.346586977377534
1.886343395677805,1.8287583409249784,1.9455004604756831,1.7960057931691407,1.9773764485120773
