forecast,pred_int_80_low,pred_int_80_high,pred_int_95_low,pred_int_95_high
1.9448468943968418,1.8702895000874995,2.0199996637105944,1.8280593149438502,2.0587280273735526
2.4104661876666547,2.259406814157963,2.573312463760376,2.175404718190432,2.668925602763891
2.1910157085669044,2.08532118588686,2.2963751978278157,2.040671265527606,2.3511531268209223
2.4361743818873167,2.292833416998387,2.592779472231865,2.2184339790642262,2.66651243942976
2.559601057544351,2.380460256934166,2.7408145960569383,2.3075475822091103,2.8423689243197443
2.468174213291407,2.3086400663256645,2.627661087095738,2.2306106010079385,2.725777232840657
2.5993499491500853,2.422131274521351,2.7784389568567276,2.3489559244960545,2.8813369286060335
2.6041505452477933,2.4198444005846977,2.7921931401491165,2.320588388964534,2.891432205975056
2.360556143064499,2.2244814224243163,2.4939966726899145,2.168694099187851,2.5683058166056876
2.4810199014914036,2.3365839372873305,2.6293579083085064,2.2785502669513225,2.6989601572155952
2.747586934700608,2.541273720622063,2.9555535930395127,2.432542126119137,3.099374888986349
2.6648068181198834,2.471647994875908,2.86101892977953,2.39081235447526,2.98099500644207
2.503479421528578,2.3543244180083276,2.658344132900238,2.2947966282367704,2.7459365996569396
