mse,coverage_80,coverage_95
1.567257766403517,0.02531645569620253,0.379746835443038
2.0661340346355743,0.0,0.0
0.010014141906884133,0.8354430379746836,0.9620253164556962
0.008999379505291342,0.5822784810126582,0.8354430379746836
0.004384652971259115,0.6075949367088608,0.8227848101265823
0.005751188524730951,0.4810126582278481,0.6962025316455697
0.00321554962436286,0.6455696202531646,0.8734177215189873
0.004702757871776024,0.5316455696202531,0.7974683544303798
0.0037941025207052126,0.6582278481012658,0.8607594936708861
0.0034559420227959453,0.7341772151898734,0.8987341772151899
0.003527270830742174,0.6835443037974683,0.9240506329113924
0.00417294476836341,0.6582278481012658,0.810126582278481
0.0037234327094892673,0.7341772151898734,0.8607594936708861
0.0037296417609754395,0.7088607594936709,0.8734177215189873
0.007387865750800553,0.4810126582278481,0.7341772151898734
0.0032088919661197586,0.7215189873417721,0.9113924050632911
0.0031948323718911016,0.6708860759493671,0.9493670886075949
0.003116099648930617,0.7088607594936709,0.8987341772151899
0.00375738232139575,0.7215189873417721,0.8987341772151899
0.0032744958777642477,0.6835443037974683,0.9240506329113924
0.004181426415742112,0.6835443037974683,0.8607594936708861
0.0036328475823834477,0.759493670886076,0.8987341772151899
0.004161232610435033,0.6835443037974683,0.8734177215189873
0.002953572466305857,0.759493670886076,0.9620253164556962
0.0034126570873704094,0.7468354430379747,0.8987341772151899
0.004355117749411904,0.7468354430379747,0.8607594936708861
0.004257615764814606,0.6962025316455697,0.8481012658227848
0.004966988181473619,0.6329113924050633,0.759493670886076
0.004747692995197056,0.6455696202531646,0.8481012658227848
0.003087016272187077,0.7341772151898734,0.9620253164556962
0.003632541559940882,0.6835443037974683,0.9367088607594937
0.00478661980033336,0.620253164556962,0.7974683544303798
0.003280005538039574,0.7848101265822784,0.9493670886075949
0.004327783497838067,0.6835443037974683,0.8354430379746836
0.0033914594217861085,0.7468354430379747,0.9367088607594937
0.0033991324019038973,0.7848101265822784,0.8987341772151899
0.0042553377718773,0.6455696202531646,0.8481012658227848
0.0029950782506788353,0.7341772151898734,0.9240506329113924
0.0035864262131126293,0.8227848101265823,0.8860759493670886
0.004583243623060206,0.5569620253164557,0.8354430379746836
0.0032890837218684608,0.6962025316455697,0.9367088607594937
0.004516289941544977,0.6075949367088608,0.8481012658227848
0.005085038361430823,0.6075949367088608,0.759493670886076
0.003347779414723274,0.7721518987341772,0.9113924050632911
0.003992021191277285,0.6962025316455697,0.8860759493670886
0.0037473427074269485,0.7341772151898734,0.8860759493670886
0.0034545935991886147,0.7848101265822784,0.9113924050632911
0.0031965458496267334,0.7468354430379747,0.8734177215189873
0.002907825457274716,0.759493670886076,0.9240506329113924
0.00294273347573029,0.7974683544303798,0.9493670886075949
0.0037637108287953526,0.6455696202531646,0.8987341772151899
0.0033388650104459756,0.7088607594936709,0.8607594936708861
0.004280470743344793,0.569620253164557,0.7848101265822784
0.0031434757595255242,0.7341772151898734,0.9113924050632911
0.0036430287731900545,0.6835443037974683,0.8607594936708861
0.004208504825669722,0.6962025316455697,0.8860759493670886
0.005146742186772713,0.5189873417721519,0.7468354430379747
0.005460372239112753,0.4936708860759494,0.7215189873417721
0.004956258654790337,0.620253164556962,0.7848101265822784
0.0033481724287926086,0.6962025316455697,0.9113924050632911
0.004089735613186682,0.6708860759493671,0.8860759493670886
0.003505562032988849,0.6835443037974683,0.8481012658227848
0.003299357335930315,0.7088607594936709,0.9113924050632911
0.005702736026221357,0.569620253164557,0.7215189873417721
0.0032502902125367446,0.6455696202531646,0.8860759493670886
0.010055897430260703,0.31645569620253167,0.5189873417721519
0.0030988920121388826,0.6962025316455697,0.9240506329113924
0.004388194916899336,0.6455696202531646,0.8607594936708861
0.0044139705570006935,0.620253164556962,0.8227848101265823
0.003263451663672778,0.6708860759493671,0.8860759493670886
0.007512401959832787,0.5063291139240507,0.7215189873417721
0.0035167555973907925,0.7088607594936709,0.8354430379746836
0.0036615619851960296,0.5822784810126582,0.8227848101265823
0.003622744041309713,0.7341772151898734,0.8734177215189873
0.012566321027628346,0.24050632911392406,0.4430379746835443
0.00704436745861286,0.4936708860759494,0.6962025316455697
0.004333430454607018,0.5063291139240507,0.7215189873417721
0.007760859056575503,0.5189873417721519,0.7215189873417721
0.013475445128307796,0.21518987341772153,0.379746835443038
0.0070147500725086034,0.5189873417721519,0.620253164556962
0.00446604346212648,0.6708860759493671,0.8227848101265823
0.0052298363611627575,0.46835443037974683,0.7341772151898734
0.02323625564506959,0.11392405063291139,0.20253164556962025
0.009758902398290617,0.3291139240506329,0.5063291139240507
0.0034944589123594746,0.6455696202531646,0.810126582278481
0.004661477598815894,0.5569620253164557,0.7848101265822784
0.011201880577474324,0.3291139240506329,0.45569620253164556
0.0142800713773175,0.24050632911392406,0.379746835443038
0.0036431501848707103,0.5822784810126582,0.810126582278481
0.00799527955633277,0.379746835443038,0.6962025316455697
0.003377619315742845,0.759493670886076,0.8734177215189873
0.003925737487409099,0.5443037974683544,0.810126582278481
0.006828219231601199,0.46835443037974683,0.5949367088607594
0.004949752093510678,0.6075949367088608,0.759493670886076
0.005303420318198973,0.4936708860759494,0.7974683544303798
0.0034773549323326176,0.7088607594936709,0.8607594936708861
0.00916808616984979,0.3924050632911392,0.5189873417721519
0.006650618729515669,0.4177215189873418,0.6329113924050633
0.007670835686386905,0.379746835443038,0.5949367088607594
0.00848404177123205,0.31645569620253167,0.5316455696202531
0.01730082625179865,0.10126582278481013,0.22784810126582278
0.009354213036871029,0.31645569620253167,0.4810126582278481
0.004211179552395434,0.5063291139240507,0.7721518987341772
0.006032156916275847,0.4430379746835443,0.6582278481012658
0.007778242815485178,0.43037974683544306,0.620253164556962
0.004346643169295303,0.5189873417721519,0.810126582278481
0.003002180941753057,0.7468354430379747,0.9240506329113924
