forecast,pred_int_80_low,pred_int_80_high,pred_int_95_low,pred_int_95_high
2.5491911583123454,2.200831091758971,2.89755122486572,2.016420411934736,3.0819619046899547
2.546437494153887,2.182322616799659,2.9105523715081154,1.989571843924482,3.1033031443832924
2.559129241159004,2.1544773776098123,2.9637811047081954,1.940267620482508,3.1779908618354993
2.5148129336668283,2.0733306379436787,2.9562952293899776,1.839624027739562,3.190001839594095
2.5547321508324203,2.0792638509425845,3.0302004507222566,1.827566136893252,3.2818981647715892
2.5568272182511347,2.0496452085511847,3.064009227951084,1.7811592706285067,3.3324951658737625
2.611636727585135,2.0746105850869987,3.1486628700832715,1.7903261175781657,3.4329473375921045
2.6475735422872164,2.082276660560829,3.212870424013604,1.7830265677098136,3.512120516864619
2.651215080764244,2.058995483610683,3.2434346779178047,1.7454933661124086,3.556936795416079
2.578779926857877,1.9608094275491517,3.196750426166602,1.6336756058790862,3.5238842478366674
2.657994836159285,2.01530437817891,3.30068529413966,1.6750846008510438,3.6409050714675257
2.6954012773434717,2.0289070826634483,3.3618954720234946,1.676086368291994,3.714716186394949
2.682798164034297,1.9933215521718481,3.372274775896745,1.6283346810461268,3.7372616470224664
