forecast,pred_int_80_low,pred_int_80_high,pred_int_95_low,pred_int_95_high
2.7750408754884215,2.4793237421089183,3.0707580088679247,2.322780547759078,3.227301203217765
2.717668140023653,2.361943306503622,3.073392973543684,2.1736339545482632,3.261702325499043
2.6250581066322725,2.2354401683851592,3.0146760448793852,2.0291888905772923,3.220927322687252
2.5695428700442755,2.1340311957228906,3.0050545443656604,1.9034852415680334,3.2356004985205176
2.564075603120452,2.071385946149359,3.0567652600915456,1.8105717963435648,3.31757940989734
2.562470300118264,2.0261675964868497,3.098773003749678,1.7422660943808639,3.3826745058556633
2.5282070056328565,1.9678511520146753,3.0885628592510375,1.6712166814463172,3.3851973298193956
2.474180635283685,1.8975705035177213,3.050790767049649,1.59233153785628,3.3560297327110904
2.434808666310776,1.8399255733873432,3.0296917592342085,1.5250134863983331,3.344603846223219
2.420406972479345,1.8039533701589316,3.0368605747997583,1.477622545249102,3.3631913997095877
2.4113716278331023,1.7761800114241055,3.046563244242099,1.4399298810358385,3.3828133746303664
2.3885919538914373,1.7406975848755915,3.0364863229072836,1.3977230234495057,3.3794608843333696
2.355407511033207,1.6981590196304943,3.0126560024359192,1.3502326849268682,3.3605823371395456
