mse,coverage_80,coverage_95
0.14988612537385418,1.0,1.0
0.022823211019290888,1.0,1.0
0.010260128950174292,0.9666666666666667,1.0
0.01882893516846633,0.5466666666666666,0.72
0.004400070761154309,0.8466666666666667,0.96
0.0029281387171918587,0.7933333333333333,0.9266666666666666
0.002647334272811214,0.74,0.92
0.0028517707937974132,0.6266666666666667,0.8133333333333334
0.0018435730128741586,0.76,0.9133333333333333
0.0017985814843957566,0.7666666666666667,0.94
0.0018424782643475062,0.8,0.9333333333333333
0.0018208908680303582,0.8,0.96
0.0029369115090045715,0.7,0.86
0.003084798089492228,0.6666666666666666,0.86
0.0024797627830976735,0.7466666666666667,0.8866666666666667
0.0022397128011878795,0.7733333333333333,0.9266666666666666
0.0019968712518872713,0.78,0.96
0.0018503751099364033,0.7866666666666666,0.9533333333333334
0.0019291457274427048,0.7866666666666666,0.9466666666666667
0.0019200117490790047,0.78,0.9666666666666667
0.002041313202234463,0.7866666666666666,0.9466666666666667
0.002074451576083917,0.8066666666666666,0.9666666666666667
0.0020561562598913714,0.8,0.94
0.0020878804542953633,0.8333333333333334,0.9333333333333333
0.0020548112584861124,0.8266666666666667,0.9333333333333333
0.0020636915193073314,0.7866666666666666,0.9533333333333334
0.002073628813604819,0.8133333333333334,0.9533333333333334
0.0020231887390625993,0.78,0.9533333333333334
0.0020285899137327916,0.7933333333333333,0.96
0.0020471815024350167,0.7933333333333333,0.9466666666666667
0.002038059331644042,0.8,0.9466666666666667
0.002080017218829169,0.7866666666666666,0.9533333333333334
0.002012865649929377,0.7666666666666667,0.9533333333333334
0.0020461276210312945,0.7866666666666666,0.9533333333333334
0.0021163951153567078,0.8133333333333334,0.9466666666666667
0.002006271881291897,0.7866666666666666,0.94
0.0020401435923233964,0.8,0.9333333333333333
0.002061104442901543,0.7933333333333333,0.96
0.0020489157053183928,0.78,0.94
0.0020413798862514193,0.8,0.9733333333333334
0.0020377994663397553,0.8333333333333334,0.9466666666666667
0.0019969502594579655,0.8066666666666666,0.9533333333333334
0.0021062172042475664,0.7866666666666666,0.92
0.002078145173496978,0.7933333333333333,0.96
0.00205078346275122,0.8,0.9466666666666667
0.002065047182491318,0.7733333333333333,0.9333333333333333
0.002035935260208436,0.8133333333333334,0.94
0.0020655929766655342,0.7866666666666666,0.9266666666666666
0.0020920751696790157,0.76,0.9466666666666667
0.002059319041008828,0.7866666666666666,0.9466666666666667
0.0020503683319987196,0.7733333333333333,0.94
0.0021046033963739177,0.7733333333333333,0.9466666666666667
0.0020119038431418244,0.8,0.9466666666666667
0.0020729235330370706,0.7933333333333333,0.9533333333333334
0.0020393197563941773,0.7933333333333333,0.9333333333333333
0.002087592021601526,0.78,0.9466666666666667
0.002086670255232501,0.78,0.9533333333333334
0.002043015124031318,0.8,0.9466666666666667
0.0021174694906490117,0.7866666666666666,0.9533333333333334
0.002074850511964553,0.7866666666666666,0.9266666666666666
