forecast,pred_int_80_low,pred_int_80_high,pred_int_95_low,pred_int_95_high
2.7324451463013886,2.487935896873474,2.9871222811937335,2.354146584331989,3.1390420445799827
2.570903304781914,2.372907203555107,2.7620668581724166,2.289830806449056,2.8848147142082454
2.3515932704645395,2.2069964945316314,2.504293508410454,2.1411328364908697,2.593783535182476
1.9716555284422639,1.878027236431837,2.066796236276627,1.8248209643736482,2.131149017781019
2.2305974859151245,2.1066810652017596,2.354742179572582,2.0500345786511898,2.4236653603464364
1.9460019292503596,1.8521061362326146,2.0411871054172517,1.786684934653342,2.085589358642697
2.118233433995545,2.026085685014725,2.2149947066307067,1.9741849741712214,2.25756318102777
2.2133270072877407,2.1082950978875163,2.3170841355919842,2.060281785190105,2.3706832292973994
2.299543116134703,2.0203809933662416,2.550641722917557,1.8659256862998008,2.6639702999293804
2.3636747507154943,2.221680299818516,2.5136272079348565,2.132929652661085,2.5988399692326785
2.2255400317376854,2.1090153997540475,2.343299811542034,2.0481154597103597,2.405620863571763
2.338002485972047,2.1813660722970964,2.517366930961609,2.112550449579954,2.650981688022614
2.396154914304018,2.2506770123839384,2.5394963188767434,2.1803727310746908,2.6343042580634353
